"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OTU_772",2.52165298362556,-2.02661192772168,0.658872175510671,-3.07588027397108,0.00209882102895361,0.0151341849461533
"OTU_25",12.6452581339887,1.80636247314799,0.914008738411229,1.9763076623183,0.0481199423120425,0.152047628370596
"OTU_733",3.48699115456428,-1.2792028783263,0.811296842119804,-1.57673839205872,0.114855732604948,0.282640374244434
"OTU_102",11.0419022238314,4.5224086640384,0.868658217853802,5.20620028808561,1.92746603267999e-07,7.91743739577782e-06
"OTU_55",4.80868165446761,-2.07245100045005,0.749755958627715,-2.7641674288835,0.00570682485145464,0.0335710362561559
"OTU_474",5.17650175706857,-0.325747043230866,0.836807115281198,-0.389273749329203,0.697073652898776,0.980587264520361
"OTU_737",5.72311611361065,0.0294111549132279,0.900951210095038,0.0326445589768678,0.973958035824908,0.980587264520361
"OTU_77",199.661825080334,-6.65115315618021,0.987870875341074,-6.732816324688,1.66410082751164e-11,2.96209947297072e-09
"OTU_251",95.1767221570679,-2.86201782783901,0.865889631920072,-3.30529171655816,0.000948775931301924,0.0091067920290147
"OTU_302",3.32495357602609,-0.333604644948495,0.806642220769987,-0.413572010438593,0.679187575063978,0.980587264520361
"OTU_342",1.18271847941315,0.178867705856027,0.646801704518137,0.276541797287442,0.78213196118231,NA
"OTU_88",32.7135697364711,-1.66552717560382,0.870074397223687,-1.91423535839962,0.0555900897541497,0.165413247967627
"OTU_128",78.4247558826738,-5.07297113581076,0.922693290119892,-5.49800371383604,3.84114843221366e-08,1.70931105233508e-06
"OTU_185",3.56623180265445,-2.68884821047764,0.754078393455326,-3.56574095454034,0.000362829627023511,0.00440343229160352
"OTU_1170",1.88775633996945,0.0441578956830171,0.742542429168384,0.0594685151291248,0.952578942366182,0.980587264520361
"OTU_276",27.0121334950704,-4.39133291831378,0.917228788218908,-4.78760912731594,1.68779965679226e-06,4.50642508363533e-05
"OTU_467",1.12346891833576,-0.0958410479869666,0.669642395018032,-0.14312273043045,0.886193253458357,NA
"OTU_130",148.008369691196,-5.21181985345754,0.823413972427347,-6.3295256432115,2.45916024045391e-10,3.28297892100597e-08
"OTU_160",2.03480899958993,1.04193397055975,0.693445864475626,1.50254551066887,0.132956283642044,0.316958283325231
"OTU_488",14.4206820105569,-2.47771290057586,0.925058654245331,-2.67843870137856,0.00739662695067055,0.0421862437635953
"OTU_415",1.98412531745959,-0.88660275293171,0.691560599866462,-1.2820319045112,0.199831454513547,0.428554203655559
"OTU_392",11.5819441053876,-2.26606621364839,0.791957181388593,-2.8613494099203,0.0042184185346748,0.0258923620404177
"OTU_834",3.80719769044006,1.54940144656506,0.803868158493755,1.92743229122079,0.0539257786046337,0.162496638185048
"OTU_120",102.204526159446,-3.61832900668743,0.917311961275014,-3.94449125209067,7.99695726668615e-05,0.00125599270012071
"OTU_285",1.96671760496348,0.520793088104966,0.5717979554035,0.910799143619635,0.362401213801731,0.653791378953123
"OTU_779",4.91013151673895,-0.61530275612517,0.816747640582401,-0.753357249598437,0.451235264981532,0.760125020505167
"OTU_156",138.117654779091,-3.04885979185314,0.7967498146198,-3.82662127547281,0.000129914158340063,0.00192706001537761
"OTU_79",39.0106082749299,-4.04717466120463,0.911318332019304,-4.44101091682955,8.95372518817307e-06,0.000191251570019377
"OTU_208",3.92788317676455,-0.227472703603327,0.769395601060812,-0.295651162145581,0.767496497522031,0.980587264520361
"OTU_442",4.66314689442004,-0.976044793634894,0.863939875980638,-1.12976009184321,0.258577328547672,0.509521378023825
"OTU_299",2.95072367297077,0.100668741112443,0.744383213829957,0.135237790484942,0.892423869049325,0.980587264520361
"OTU_412",1.15293593493296,-0.240057684985604,0.657083195408299,-0.365338341724654,0.71485886090883,NA
"OTU_967",1.23644116845576,-0.0960722623986333,0.645967994762146,-0.148726040883819,0.881769812107555,NA
"OTU_162",85.2570697806519,-0.943259518979804,0.81842309289361,-1.1525328734858,0.249102169233055,0.498503453446302
"OTU_1226",1.68749882900973,-0.734182611928559,0.648240935591053,-1.13257674981471,0.257392036963067,0.50906425088251
"OTU_945",2.91480271280792,-0.217530750533629,0.805363514297492,-0.270102564459204,0.787081349260926,0.980587264520361
"OTU_511",2.48655632769708,-1.58828116307418,0.662060447838499,-2.39899720374419,0.0164400402351701,0.0778102144664748
"OTU_610",1.24073528984347,0.409240240069498,0.631077547997496,0.648478529093737,0.516675493456188,NA
"OTU_1056",1.57772161076364,0.0455910583277413,0.707473745585272,0.0644420497753244,0.948618248709014,NA
"OTU_419",2.44706509633742,1.84250630079401,0.710443177161984,2.59346047653564,0.00950154594293878,0.0517737299339725
"OTU_777",1.86355792589031,-1.35292312362448,0.642996247092618,-2.10409178862533,0.0353704410000634,0.124261944039696
"OTU_346",2.39523410331373,-0.761448629632243,0.778768549134006,-0.977759862643372,0.328193106709622,0.609406810434195
"OTU_1097",2.35869330057787,-0.0956435788747234,0.758972952194501,-0.126017111147609,0.899718379815864,0.980587264520361
"OTU_667",3.69816361385729,-0.385501347085716,0.788519875865103,-0.488892365157916,0.624917901228646,0.961215995030744
"OTU_405",1.349219114834,0.0468251299739447,0.674473242152041,0.0694247407421825,0.944651536162578,NA
"OTU_383",1.15225774634102,0.047972445035047,0.65717677988098,0.0729977785334035,0.941807885269753,NA
"OTU_178",95.979982299283,0.598644132620775,0.877439919283211,0.682262248918208,0.495073139406649,0.810948025899236
"OTU_1442",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_309",2.00889107445245,0.286966709582203,0.706927560774078,0.40593509930208,0.684790287574368,0.980587264520361
"OTU_311",1.97606181410586,-1.22378262008852,0.66579521619635,-1.83807661923424,0.0660511159081927,0.185638399447236
"OTU_158",61.0195861048501,-4.20122893014547,0.714039904905274,-5.88374529390316,4.0108493062326e-09,2.79221729452451e-07
"OTU_92",9.87806361806918,-0.10451218726988,0.908362575622905,-0.115055584713198,0.908401064298858,0.980587264520361
"OTU_203",3.86336703428919,-2.31195248549985,0.71332313023188,-3.24110124502524,0.00119068886824667,0.00993481024443318
"OTU_140",1.57834539201939,0.402241981684531,0.663855693805264,0.605917800265979,0.544569338678753,NA
"OTU_257",1.20875590390943,-0.0961681279800475,0.644746817256315,-0.149156421414046,0.881430205922851,NA
"OTU_114",2.40518557627797,0.431695214310055,0.641555094275084,0.672888763821357,0.501018061068492,0.813202567205394
"OTU_1089",1.52745153756058,-0.912558734302774,0.605716442521218,-1.50657745149589,0.131919000705985,NA
"OTU_72",7.80718680494501,-0.0147056386580926,0.877179474668907,-0.0167646862275742,0.986624342243838,0.986624342243838
"OTU_65",27.8230831641174,-3.1494114835917,0.919127641869401,-3.42652243293016,0.000611363260247492,0.00680141627025334
"OTU_628",1.20746891268169,0.0476114968775593,0.658546549544159,0.0722978457794907,0.942364879031058,NA
"OTU_141",7.82574477293894,-2.99964018558116,0.787882883341967,-3.80721582991823,0.000140540084951084,0.00202833528010483
"OTU_1178",1.82927107823532,0.588401902815168,0.695589403248537,0.845904063614565,0.397606265402697,0.69613687122964
"OTU_220",15.2073299554016,-0.667564200121261,0.89240888400216,-0.748047461302106,0.454431530449422,0.763102003962238
"OTU_286",4.47369712567059,0.126529601016905,0.880935775237425,0.143630903152733,0.885791936483797,0.980587264520361
"OTU_268",2.37510661326138,0.165687811242641,0.789390896439173,0.20989323792564,0.833751000033754,0.980587264520361
"OTU_349",1.15330460777215,0.207605433197931,0.674042848623473,0.308000349861885,0.758082066120818,NA
"OTU_408",1.60567182251355,-0.0956002944934709,0.676419144541189,-0.141332922441626,0.887606942295356,0.980587264520361
"OTU_51",5.30745339331562,0.170908029013704,0.780470627089027,0.21898073172997,0.826665057365983,0.980587264520361
"OTU_262",22.624887208203,-3.29241952041982,0.946816514469016,-3.4773575134209,0.000506382116547392,0.00575336277098526
"OTU_122",154.386585586319,-4.77018033033083,0.930810804565466,-5.12475822899124,2.97919783325335e-07,1.06059442863819e-05
"OTU_228",2.40130350241763,-0.275487987698189,0.7019608089369,-0.392454940775693,0.694722098355291,0.980587264520361
"OTU_255",1.63671133434434,0.707403195406201,0.635025701109998,1.11397569290454,0.265289614631505,0.518918147301186
"OTU_210",50.3796953029463,-0.46025646321885,0.945940174106257,-0.486559801367681,0.626570316651719,0.961215995030744
"OTU_168",1.68199016491099,0.0452155093158813,0.702783342944626,0.0643377646465419,0.948701283890183,0.980587264520361
"OTU_441",1.79398505564521,0.0439412763366197,0.723116132069104,0.0607665551740457,0.951545126183298,0.980587264520361
"OTU_165",38.946270263385,-3.48878818388061,0.951857562860023,-3.66524185971474,0.000247104946571925,0.00338343696075405
"OTU_665",1.17910146462272,0.207345096348548,0.674301643303828,0.30749605670933,0.758465824030532,NA
"OTU_153",1.62094374231151,1.36491364979774,0.631464356154279,2.16150545394247,0.0306563161139363,0.112126526060562
"OTU_150",11.6901843521509,-0.972428557218604,0.903753606166349,-1.07598857762081,0.281932364877955,0.545477836394303
"OTU_115",2.57411117552407,0.281924246791897,0.771443264063762,0.365450396581071,0.714775227700903,0.980587264520361
"OTU_426",27.3330210425971,-1.84220971841092,1.00530068895088,-1.83249622591369,0.0668775235247108,0.186976950587411
"OTU_200",128.96475159813,-4.30007301524118,0.829563834057269,-5.1835348151693,2.17719564460424e-07,8.30444624441904e-06
"OTU_61",97.437852225932,-6.49252651061496,0.962609911868091,-6.74471188231921,1.53330981788226e-11,2.96209947297072e-09
"OTU_683",1.29301746615405,0.0471068848301296,0.662213406136143,0.0711355046479457,0.943289911110775,NA
"OTU_232",45.0441516705704,-2.11149159005715,0.876313818395798,-2.40951534225776,0.0159737244322034,0.0778102144664748
"OTU_400",6.57400965551013,-2.73976051032504,0.831838717150874,-3.29361984942102,0.000989061658411951,0.0091067920290147
"OTU_136",1.77098077759496,-1.93932081088712,0.677174061966117,-2.86384390633106,0.00418534204171648,0.0258923620404177
"OTU_850",1.51807588537739,0.0457065252848281,0.68614331116815,0.0666136717226221,0.946889261461654,NA
"OTU_658",3.09841613908418,0.0391712495640633,0.809350875686108,0.04839835322456,0.961398771705162,0.980587264520361
"OTU_497",1.38069456518453,0.046692024028061,0.669201913496611,0.0697726995191825,0.944374576833971,NA
"OTU_356",27.6028907899118,-2.29256427160408,0.892722796796049,-2.56805839375001,0.0102269926691565,0.0549704847762817
"OTU_86",5.05279556943638,-1.21845496447527,0.840350308556361,-1.44993695137503,0.147076101833966,0.341100526004419
"OTU_712",4.42343340396938,0.782137886196358,0.83951203106829,0.93165774551328,0.351513430048082,0.642836204266013
"OTU_235",1.12407913806142,0.0481600668514947,0.656393188013567,0.0733707596772001,0.941511085261675,NA
"OTU_452",7.73334965207602,-0.842894335271412,0.85618868510309,-0.984472640128296,0.324883177424126,0.606600058547144
"OTU_131",73.8421366725355,-3.11390628537103,1.01687211897113,-3.06223981096235,0.00219687372212131,0.0154359285212208
"OTU_132",7.81269422096015,-0.979693884166237,0.841936714799394,-1.16361938723585,0.244578291078763,0.495958209179113
"OTU_495",1.21004289513717,-0.22733081660508,0.633619118679773,-0.358781498068986,0.719758554815576,NA
"OTU_951",1.18176452140491,0.0477861382424478,0.657579722428175,0.0726697259854562,0.942068939996893,NA
"OTU_242",2.08662758132674,0.962862474046145,0.700792950113608,1.37396141597893,0.169453661185068,0.378611945911407
"OTU_332",2.28468959829759,-0.220911313462118,0.782207325953211,-0.282420409694977,0.777621167028863,0.980587264520361
"OTU_290",1.88751668444561,-1.65189583437308,0.623263971755983,-2.65039519245599,0.00803976675653696,0.0447212025832368
"OTU_192",1.71851048435235,0.0450646549408863,0.699810199120607,0.0643955389582994,0.94865528205192,0.980587264520361
"OTU_154",2.28832185172965,2.11294167488451,0.715923795248398,2.95134997454779,0.00316388204128389,0.020603817195678
"OTU_113",64.6218526388885,-3.19797006120774,0.972384210691352,-3.28879266656749,0.00100618114178252,0.0091067920290147
"OTU_340",1.18275408418612,0.178896914775854,0.646360173745026,0.276775893754902,0.781952192330085,NA
"OTU_1506",1.59735502784479,-0.649908828691782,0.637379498811957,-1.01965756649403,0.3078908929594,NA
"OTU_782",2.85361819423427,-1.34495153602695,0.713657407106538,-1.88458989234055,0.059485227999846,0.170780170709235
"OTU_378",3.69966626071849,-1.63937464488564,0.761501886325732,-2.15281757579837,0.0313330182857283,0.113821984793054
"OTU_135",12.0874638610882,-3.80624367467263,0.774434991750004,-4.91486530854138,8.88435184651685e-07,2.6356910478e-05
"OTU_394",20.8465775664442,-1.43497427967996,0.819082172003712,-1.75192957279194,0.0797859187237886,0.214098897479915
"OTU_214",33.4877167940216,-4.14761045624797,0.950327814790743,-4.36439972785733,1.27472302739374e-05,0.000252111887640095
"OTU_223",1.46502844699663,-0.0958939008215519,0.660557321112644,-0.145171202795888,0.884575701887544,NA
"OTU_152",4.33957273462315,-1.49383945065348,0.860440683185792,-1.73613298376655,0.082540323471514,0.21928623250641
"OTU_273",1.12407913806142,0.0481600668514947,0.656393188013567,0.0733707596772001,0.941511085261675,NA
"OTU_625",5.40633314713067,0.284769478336316,0.827855095691978,0.343984689854794,0.730857800037499,0.980587264520361
"OTU_620",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_370",48.2545373364568,0.760129546128647,0.89173472954173,0.852416667139659,0.393982872710658,0.692512417411479
"OTU_369",61.7463846417181,-2.18600863927357,0.994951937749148,-2.19709973550975,0.0280133240101107,0.107619532528051
"OTU_501",1.6775337343502,0.173349968942711,0.707386785159398,0.245056838181744,0.806412422211988,0.980587264520361
"OTU_186",2.47944786033917,-0.808024749381075,0.736220278272319,-1.09753123246925,0.272409235428351,0.528969206249962
"OTU_955",3.1629318298824,-0.331619353061569,0.783467055773463,-0.423271598490104,0.672097113592676,0.980587264520361
"OTU_137",11.9565279538582,-0.523816315247742,0.876923823150764,-0.59733388627268,0.550284484695585,0.871964138953834
"OTU_213",1.60068199499988,-1.18600679512863,0.644947504622353,-1.83891989135317,0.0659269696335397,0.185638399447236
"OTU_313",25.1590819426877,-0.339980398360013,0.796093856797415,-0.427060698254489,0.669335117909349,0.980587264520361
"OTU_139",2.08604403269155,0.409302953360541,0.695156970899309,0.588792129684085,0.556000726069924,0.878415348287987
"OTU_308",1.77850166959158,-1.35625214294826,0.614941671655162,-2.20549721292721,0.0274192231560785,0.106100472212652
"OTU_472",7.38705766476168,-2.97874297701221,0.894191507720306,-3.33121367323914,0.000864682028440083,0.0091067920290147
"OTU_722",3.50059930337762,0.0375785505867511,0.822124655978636,0.0457090665186517,0.963542137327309,0.980587264520361
"OTU_344",19.2381012630301,-3.00567223802236,0.918468224944881,-3.27248363785556,0.00106607042862671,0.00948802681477772
"OTU_815",2.95551391276479,-0.184400263862174,0.716093624805635,-0.257508595907728,0.796786180423463,0.980587264520361
"OTU_1259",1.64295015536792,-1.18794978770734,0.62793072641234,-1.8918484758576,0.05851117237042,0.169809598075023
"OTU_1034",1.12407913806142,0.0481600668514947,0.656393188013567,0.0733707596772001,0.941511085261675,NA
"OTU_260",4.53884058312697,-0.21597062900039,0.88153755733051,-0.244993111415918,0.806461765151601,0.980587264520361
"OTU_1142",1.21142054599705,0.298476709365124,0.639149122705449,0.466990720571913,0.64050651710402,NA
"OTU_283",3.84500705502373,-1.23870199661951,0.825901672246684,-1.49981776069044,0.133661615384608,0.317223567179469
"OTU_377",4.0783374960863,0.0336337124151529,0.856174753337915,0.0392837003007006,0.968664201860931,0.980587264520361
"OTU_219",20.693032538306,-2.33114400997493,0.920643201940122,-2.53208192387928,0.0113387495920511,0.0587853619626727
"OTU_343",1.18135733230195,0.0477865652657043,0.657558338287742,0.0726727386502903,0.942066542577017,NA
"OTU_410",1.69465558786922,-0.551113006196435,0.655759907853524,-0.840418878306199,0.400673567960282,0.699214657813041
"OTU_239",3.23550955506739,-0.227953805953556,0.841037070277668,-0.271038951800658,0.786361073915481,0.980587264520361
"OTU_492",1.37764883451418,0.0339087494027597,0.645071352902735,0.0525658894169999,0.958077795679737,NA
"OTU_159",1.26829016333773,-0.347939327734861,0.626318684643892,-0.555530812453233,0.578531640576264,NA
"OTU_281",6.30416413093014,2.87241788279413,0.816961760105045,3.51597592820599,0.000438140706759994,0.00508624211760515
"OTU_326",1.18132450148424,-0.0960487214956494,0.644001354916329,-0.149143663693267,0.881440272516873,NA
"OTU_784",2.69744405083609,-0.632549386377561,0.759384095374281,-0.832976869321702,0.404857774653373,0.701928739171757
"OTU_818",1.12407913806142,0.0481600668514947,0.656393188013567,0.0733707596772001,0.941511085261675,NA
"OTU_271",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_11",25.5944947095667,1.31720356790617,0.776280232640054,1.69681451687426,0.0897317333156964,0.23488600779697
"OTU_129",1.50153382338503,0.933670481959183,0.613572298547338,1.52169595037079,0.12808528278809,NA
"OTU_323",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_631",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_36",22.4568150628624,-1.67509561427153,0.999642934523473,-1.67569394672913,0.0937981561257512,0.243048829337498
"OTU_509",2.08780659251406,-0.89117877021097,0.677053688285472,-1.31626012180472,0.188086750611483,0.409952346230743
"OTU_265",1.94040321670237,-1.53148944735312,0.685077045163919,-2.23549958090725,0.025384569109722,0.101159402273071
"OTU_18",23.5540797049809,-1.57835510172086,0.92986402917907,-1.69740419264772,0.089620270455509,0.23488600779697
"OTU_940",2.80531011549225,-0.577326872276472,0.696323454512697,-0.829107318639005,0.4070436828023,0.703434713969023
"OTU_364",13.3792766986075,-2.06202065219614,0.879946620728542,-2.34334742997128,0.0191115770108779,0.0829722123886893
"OTU_1003",4.26862198162101,-3.0613979443106,0.759504197836603,-4.0307847580445,5.55909343822202e-05,0.000899562392730472
"OTU_164",6.09683931430991,-0.416066340030186,0.859202393073996,-0.48424718481243,0.628210453681142,0.961215995030744
"OTU_1168",2.8699778063684,-0.873275002909217,0.758954072197006,-1.15062957680862,0.249884659741375,0.498503453446302
"OTU_103",5.88634286260145,-0.406067253643465,0.834625890530974,-0.486526069045297,0.626594226803568,0.961215995030744
"OTU_1033",1.64541707659053,1.25219719259761,0.625506120977104,2.00189438696708,0.0452960914777946,0.146782372860245
"OTU_627",4.5217784403245,-1.61946752812585,0.788350640075776,-2.0542477494154,0.03995171904988,0.13588673867921
"OTU_236",2.97158247531267,0.902269377669985,0.709959241313208,1.27087489698854,0.203773158237733,0.430962293372404
"OTU_636",12.0605706074125,-3.63339747356938,0.824657863963772,-4.40594534090201,1.05323521643516e-05,0.000216318309837067
"OTU_482",3.16836063359113,-0.665119380422485,0.753097077145568,-0.883178810019365,0.377139668579325,0.675836267716359
"OTU_1408",20.9420166081988,-0.95799990433812,0.905216927637947,-1.05830975436783,0.289914247334968,0.558896058039253
"OTU_310",1.15243056632253,-0.240266170411306,0.65707782020086,-0.365658622197686,0.714619825627029,NA
"OTU_613",1.15311150126094,0.047974890002711,0.656817195395646,0.0730414647165448,0.941773121540112,NA
"OTU_173",1.29582169259723,-0.0955052381975592,0.679763615120261,-0.140497720197429,0.888266753644227,NA
"OTU_148",10.028903032046,-0.939020936316231,0.912347288264334,-1.02923628797389,0.30336865403233,0.575045047676934
"OTU_354",1.92381772652354,1.77037238050069,0.669307054801406,2.64508250406233,0.00816710011108196,0.0449611490651316
"OTU_874",16.6837249271623,-2.13845157234006,0.922519458092814,-2.31805579121445,0.0204462891312715,0.0857160405189431
"OTU_254",1.23930800196552,-0.459794983843297,0.616989955928297,-0.74522280213056,0.456137040473498,NA
"OTU_583",1.59546833670931,0.0456122572108428,0.692710583282142,0.0658460521777028,0.947500391430664,NA
"OTU_718",2.37298126787675,0.695235040882858,0.674987596746047,1.0299967647323,0.303011524302936,0.575045047676934
"OTU_1004",1.46226081567214,0.0461518687742104,0.68675151584796,0.0672031553031591,0.946419973236887,NA
"OTU_330",1.47052297038354,0.210384324925131,0.596893359502706,0.352465514276135,0.724489176776644,NA
"OTU_249",21.3621983206052,-1.67311509026581,0.864776643712077,-1.93473667730423,0.0530226171353489,0.16087544062657
"OTU_841",2.49465304304191,0.017917636328059,0.742091246253429,0.0241447886880746,0.980737117516522,0.982577149631937
"OTU_439",1.57636248326324,-0.73914028523467,0.629453646497703,-1.17425689619445,0.240292142676129,NA
"OTU_458",1.15318448059182,0.459237101717365,0.653626352086099,0.70259881697192,0.482305799973896,NA
"OTU_1165",1.43093307633493,-0.226678556284688,0.650124739288452,-0.348669328493456,0.727337573217124,NA
"OTU_646",1.62980361897369,-0.224830586098332,0.687442046634377,-0.327053876321752,0.743627136412372,0.980587264520361
