OTU_ID,Mr.N.s3.14,BS.VP.14,Cp.R.VP.14,Mr.R.s3.14,Sc.R.VP.14,Ja.R.s4.14,Sc.N.VP.14,Cp.E.VP.14,Sc.E.VP.14,BS.s3.14,Ja.N.s4.14,Mr.E.s3.14,Ja.E.s4.14,Cp.N.VP.14,Nl.R.15,Ss.E.15,Nl.N.15,Yr.B.15,Yr.R.15,Nl.E.15,Ss.R.15,At.R.15,Pg.R.15,Ss.N.15,Mr.N.15,Mr.R.15,Pg.N.15,Nl.B.15,Pg.E.15,Mr.E.15,At.N.15,Ja.R.15,Mr.B.15,Yr.E.15,At.B.15,At.E.15,Pg.B.15,Ja.B.15,Yr.N.15,Ss.B.15
OTU_131,2,1,0,1,0,582,0,1,0,0,649,0,3,1,216,1,252,12,38,0,0,6,4,1,1,28,3,87,0,0,0,619,47,0,2,1,1,4,13,0
OTU_132,205,5,2,1591,5,86,2,0,3,3,2,0,1,3,54,0,39,7,25,0,0,0,0,1,0,1,0,3,0,0,7,0,0,0,1,0,0,222,0,0
OTU_495,38,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_951,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_242,0,52,0,0,1,0,0,13,0,2,0,1,1,272,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19,0
OTU_332,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_290,1,12,0,0,3,0,1,1,0,0,1,0,1,212,2,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
OTU_192,0,0,286,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,11,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_154,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,482,0,2,0,0,0,0,0,1,0,0
OTU_113,14,127,840,6,736,5,64,5,1,8,1,0,3,189,0,0,0,0,13,0,0,111,42,1,0,1,6,0,0,0,17,7,0,1,8,0,3,53,0,0
OTU_340,0,0,1,0,1,197,0,0,0,1,137,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1506,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
OTU_782,0,0,1,0,0,3,0,0,0,0,23,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0
OTU_378,8,10,244,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,39,0,0,20,0,0,0,0,0,0,0,0,0,68,1,0,15
OTU_135,1162,64,4,751,8,0,1,1,1,5,0,0,2,6,11,0,13,15,49,1,0,19,6,0,1,27,0,28,0,1,15,54,0,0,9,0,2,58,0,0
OTU_394,0,0,44,96,0,75,0,0,0,0,12,0,0,36,48,0,20,7,92,0,0,4,41,0,5,102,20,19,12,1,0,0,22,0,1,0,3,4,52,0
OTU_214,6,0,1,15,21,0,104,0,1,0,0,0,0,2,2,0,0,2,2,0,1,2,145,57,25,0,234,9,1,0,5,2,124,0,119,1,3,0,269,1
OTU_223,0,0,303,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
OTU_152,30,0,0,33,22,0,16,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,458,0,1,0,0,0,0,0,19,0,0
OTU_273,0,0,201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_625,0,0,0,0,0,0,0,39,0,0,54,0,1,19,0,0,10,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0
OTU_620,0,24,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_370,233,68,23,24,25,0,88,103,449,1,8,38,1,3,2,0,0,26,4,14,113,3,15,10,8,9,59,53,73,2,14,5,5,0,149,1,23,1,1,23
OTU_369,0,0,1,1,0,483,1,2,0,1,248,0,0,1,152,0,68,0,843,7,1,20,18,0,11,73,18,95,2,0,2,1,0,0,0,0,1,1,112,0
OTU_501,4,0,1,16,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_186,3,979,1,0,2,1,32,1,1,1,1,1,0,4,0,0,0,0,0,0,1,0,3,0,0,1,373,0,0,0,0,0,0,0,0,0,9,0,0,0
OTU_955,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_137,0,0,134,10,50,0,3,0,1,0,0,0,0,0,2,0,7,1,3,0,0,4,161,0,0,0,10,0,1,0,2,0,0,0,1,0,6,967,0,0
OTU_213,0,12,0,0,1,0,1,391,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_313,50,9,103,39,55,106,86,27,8,51,81,3,2,100,8,0,4,1,10,0,9,18,6,2,0,30,2,0,0,13,17,18,0,8,0,0,3,7,0,3
OTU_139,0,0,0,0,23,0,0,0,0,0,0,0,0,0,253,0,213,1,0,7,0,3,2,1,0,0,0,683,0,0,1,1,0,0,0,0,2,2,0,0
OTU_308,188,9,1,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,86,0,9,0,0,0,4,59,0,0,0,0,0,0,0
OTU_472,0,89,0,0,49,1,21,0,0,1,15,0,0,30,2,0,4,1,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_722,13,0,0,24,1,36,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_344,25,50,0,68,5,161,0,0,1,1,175,1,1,20,9,0,6,33,45,0,0,29,0,0,0,0,0,1,0,0,6,1,15,0,1,0,1,0,12,0
OTU_815,8,0,1,10,2,16,0,0,0,0,10,0,0,0,3,0,2,1,0,0,0,1,0,0,0,10,0,7,0,5,0,2,0,0,0,0,0,0,0,0
OTU_1259,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1034,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_260,25,0,1,275,82,0,9,1,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
OTU_1142,0,111,0,0,0,0,0,52,4,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_283,11,0,7,106,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,63,4,0,0,0,1,383,0,0
OTU_377,0,0,0,0,0,39,0,0,0,0,36,0,0,7,3,0,0,0,4,0,0,0,16,90,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_219,10,24,190,22,0,0,0,2,2,0,1,2,0,129,0,0,0,0,0,0,41,7,166,2,0,0,47,6,2,0,5,0,0,0,3,0,32,0,0,14
OTU_343,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_410,0,6,0,0,0,0,0,0,0,1,0,0,0,154,0,0,0,0,0,0,0,0,7,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_239,0,0,0,0,2,25,0,256,0,1,0,0,0,0,8,0,17,2,0,0,0,0,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0
OTU_492,0,2,0,0,7,0,167,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159,0,0,1,0,1,234,0,0,0,1,133,0,0,0,257,0,189,0,0,0,1,0,0,0,0,2,0,67,0,1,0,0,4,0,0,0,0,0,0,0
OTU_281,1,1,0,1,15,0,0,0,120,6,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,1101,11,0,23,0,4,0,1,0,0,2,0
OTU_326,0,2,0,0,105,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_784,8,0,0,18,2,0,1,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,25,0,0,0,0,0,1,0,0,0,0,0,48,0,0
OTU_818,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_271,0,0,1,0,0,0,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_11,5,47,1,78,7,1,2,150,39,1,21,116,0,8,14,1,29,15,18,11,11,74,50,8,13,3,6,190,17464,1,63,15,3,1,16,10,11,4,4,8
OTU_129,1,95,189,0,2,0,1,7,1,1,0,0,4,596,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_323,0,0,0,0,0,1,1,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_631,0,71,0,0,1,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_36,0,0,0,0,0,0,1,0,0,0,11,0,0,0,121,0,249,0,0,3,2,2826,229,102,1,1,0,20,1,1,1,0,1,0,0,1,1,0,0,18
OTU_509,34,0,0,146,0,0,0,0,0,0,0,0,1,0,2,0,0,46,16,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0
OTU_265,0,0,218,0,12,0,2,41,0,2,0,0,0,97,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_18,0,0,0,0,0,173,0,0,1,0,101,0,0,0,9019,2,5893,5,345,6,5,5,37,1,1,2,3,45,3,3,0,1,21,1,1,6,3,3,37,2
OTU_940,0,8,0,0,4,0,0,5,0,0,0,0,0,9,0,0,4,0,0,0,11,1,17,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,2
OTU_364,24,0,0,0,0,0,0,0,2,0,0,0,0,27,15,0,13,7,197,1,0,47,44,0,1,0,16,14,0,0,4,0,0,0,1,0,2,0,12,24
OTU_1003,0,20,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,1,0,8,0,0,0
OTU_164,468,0,0,13,0,38,1,0,2,0,71,15,1,0,0,0,0,22,0,0,0,0,0,0,4,7,0,185,0,0,0,10,0,0,0,0,0,3,0,0
OTU_1168,1,0,0,0,0,10,0,0,0,1,4,0,0,0,0,0,0,0,21,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
OTU_103,91,0,0,7,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,11,172,2,1,1,1603,2,846,0,46,2,0,0,4,2,1030,2,7,0
OTU_1033,0,0,0,0,3,0,2,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_627,22,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,1,1,0,0,9,0,0,0,64,2,0,0,1,0,0,15,0,0
OTU_236,0,15,210,0,0,0,0,44,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,5,2,1613,0,0,0,0,0,1,0,0,0,0,0
OTU_636,4,94,0,0,5,51,3,0,0,1,59,0,0,11,6673,1,350,18,14,4,1,10,11,0,2,1,2,78,1,3,0,1,18,0,4,0,10,1,0,1
OTU_482,25,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,143,5,0,0,0,8,9,1,0,21,0,0,0,1,0,0,0,0,0
OTU_1408,5,0,0,20,0,212,0,0,0,0,21,0,0,0,3,2,5,4,4,1,0,14,0,318,7386,873,3,4,2,1,59,2,226,0,182,2,5,1,12,3
OTU_310,0,0,0,0,82,0,128,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,1,0,0
OTU_613,0,0,0,104,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_173,0,1,0,0,0,0,1,60,0,1,1,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
OTU_148,711,1,1,88,0,0,0,0,0,0,0,10,1,1,0,0,1,1192,21,3,0,5,1,0,1,2,1,0,0,0,20,0,0,0,32,0,0,0,220,1
OTU_354,0,1,1,1,29,1,0,1,319,0,1,2,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
OTU_874,7,15,0,53,9,63,3,1,0,0,14,0,1,68,1,0,1,0,0,0,0,0,240,0,2,0,61,0,0,0,0,0,0,0,0,0,15,14,1,3
OTU_254,167,0,0,178,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0
OTU_583,7,0,0,0,0,40,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_718,13,0,0,5,0,1,0,0,0,0,5,42,16,0,0,0,0,5,1,1,0,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,1,2,0,0
OTU_1004,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_330,126,0,0,48,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,38,0,0,0,0,4,0,0,0,0,0,0,0
OTU_249,19,0,1,64,0,0,6,0,0,0,13,0,0,15,13,0,11,0,37,0,0,229,195,5,0,3,35,4,0,0,32,0,0,1,3,0,2,0,29,21
OTU_841,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,11,2,0,4,13,0,3,0,0,0,0,0,0,0,1,0,0,3
OTU_439,0,8,0,0,0,0,1,0,1,0,0,0,0,165,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_458,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
OTU_1165,2,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_646,0,0,0,0,0,53,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
OTU_229,2,1,0,2,0,0,0,0,1,13,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_749,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_496,3,7,0,0,0,0,37,0,1,0,0,64,0,0,1,0,0,0,1,26,0,0,45,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,98,5
OTU_558,0,1,0,0,28,0,31,9,156,0,8,4,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
OTU_520,0,0,0,0,33,0,85,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_618,0,0,0,3,0,84,0,0,1,0,12,0,0,2,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_107,3,1,1,0,0,16,2,2,3,39,0,0,2,1113,0,0,1,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_752,1,282,0,0,8,0,37,1,19,1,2,0,1,7,0,0,2,535,1,0,0,5,7,0,1,0,380,0,0,0,33,0,0,0,0,0,128,0,0,6
OTU_704,14,0,0,13,0,11,2,0,31,0,0,45,0,0,2,0,0,5,0,1,11,0,6,2,0,1,1,6,2732,0,1,0,1,0,0,36,0,0,0,0
OTU_347,0,0,1,67,89,155,1,1,9,0,4,2,6,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,1,0,0,1,11,1,0,0,6,0,0
OTU_938,4,0,0,9,11,0,0,0,0,0,3,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,7,0,0
OTU_642,0,0,0,0,0,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_826,17,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
OTU_423,50,4,0,260,11,28,6,0,0,2,39,1,1,3,25,0,2,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,96,0,0,1,27,0,0
OTU_373,0,2,0,0,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1182,1,0,0,0,23,0,47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
OTU_413,12,0,0,6,59,0,6,0,1,0,2,0,0,5,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,4,9,10,0,0,0,0,0,18,0,0
OTU_557,0,86,0,0,16,0,14,27,1,0,0,0,1,168,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
OTU_1516,1,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_161,5,24,0,0,0,0,1,0,0,13,0,0,0,0,4,1,9,8,18,1,0,0,8,0,29,541,1,4,0,1,0,37,76,1,2,0,0,796,0,0
OTU_279,4,0,0,217,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_190,39,0,0,9,0,125,0,0,0,0,9,0,0,0,2,0,0,10,28,0,0,2,1,0,20,444,1,7,1,0,0,0,242,0,0,0,0,39,0,0
OTU_1532,10,0,0,26,1,34,6,0,0,0,0,0,0,0,2,0,240,3,13,0,0,0,5,0,1,0,1,2,0,0,10,0,0,0,0,0,0,13,0,0
OTU_166,1,0,0,0,0,0,0,0,0,1,195,0,73,0,0,0,0,591,0,8,0,26,0,0,0,1,0,29,0,0,46,1,1,0,153,16,0,0,3,1
OTU_791,100,7,0,18,2,0,1,1,0,2,0,0,0,0,1,0,1,0,3,0,0,11,0,0,0,8,0,0,0,0,0,0,20,0,0,0,1,10,0,0
OTU_270,10,0,0,3,1,65,0,0,0,2,40,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,233,1,0,0,0,0,0,0,9,0,0
OTU_1330,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_466,5,28,0,0,69,0,84,0,2,0,0,0,0,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_429,131,0,0,19,0,0,0,0,0,0,4,7,0,0,5,0,2,35,16,1,1,5,3,3,0,4,1,57,0,0,1,0,0,0,1,0,0,0,11,18
OTU_893,1,0,0,0,0,15,0,0,0,0,0,2,0,0,1,0,9,1,4,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0
OTU_1230,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
OTU_525,1,1,0,11,3,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_586,1,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,21,0,0,0,7,15,0,0,0,6,5,2,0,30,0,0,0,0,0,2,0,0,0
OTU_432,34,2,1,9,0,20,1,0,3,0,180,28,15,0,0,0,14,78,8,27,5,6,0,2,42,48,0,120,1,0,5,0,127,7,8,8,0,0,66,1
OTU_149,95,59,2,149,2,32,3,0,0,0,39,0,2,56,726,0,413,106,230,1,3,590,87,8,9,79,51,40,1,1,63,7,10,0,34,0,9,415,224,29
OTU_640,29,0,0,89,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_389,34,0,115,3,0,25,3,1,0,0,0,0,0,0,1,0,129,0,9,0,1,0,6,2,3,0,0,0,0,0,6,0,0,0,1,0,4,3,0,0
OTU_217,16,0,0,66,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,245,19,0,0,0,0,272,0,0
OTU_514,0,1,147,1,33,1,8,1,0,1,0,0,1,80,0,0,0,0,2,0,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_446,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_591,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0
OTU_457,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_454,1,0,0,0,133,1,25,2,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_486,4,4,0,60,0,0,0,8,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_697,60,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_643,3,0,0,37,35,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_728,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_99,0,260,0,1,3,0,159,1,1,0,0,1,1,1,2,0,0,1486,0,0,0,1,1,0,0,0,20,0,0,0,0,0,0,0,5,0,0,1,0,2
OTU_581,14,0,0,78,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,3
OTU_261,0,1,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
OTU_237,268,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_889,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_565,1,1,0,0,0,0,0,0,0,0,6,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
OTU_447,0,87,0,0,15,0,32,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1248,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_224,0,4,0,0,0,9,0,0,0,1,2,0,0,31,0,0,0,0,4,0,1,1,231,1,0,0,591,0,0,0,0,0,0,0,2,0,9,0,0,0
OTU_462,1,11,109,0,0,0,2,5,5,0,0,0,1,19,0,0,0,0,77,0,0,0,12,0,0,0,8,4,6,0,1,0,0,0,0,0,3,0,0,0
OTU_307,0,3,0,0,0,246,0,0,0,1,103,0,0,0,1,0,1,6,27,0,0,0,0,0,7,38,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU_385,0,0,121,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_125,0,1,0,1,89,0,7,2,790,106,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,45,0,0,0,0,1,0,0,0
OTU_682,8,6,0,1,91,0,33,0,1,0,0,0,0,60,1,0,3,0,0,0,0,0,23,1,0,0,34,0,0,0,0,0,1,0,0,0,3,16,0,0
OTU_1149,7,0,0,23,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
OTU_649,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,71
OTU_404,12,0,0,62,0,3,1,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,23,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0
OTU_366,23,49,1,0,22,0,23,95,38,0,1,10,2,121,0,0,1,15,0,0,0,3,12,1,2,17,14,0,0,0,0,0,4,0,1,0,6,0,0,0
OTU_85,17,0,0,77,0,0,0,0,0,0,0,0,0,0,381,1,1310,0,1,3,2,0,25,0,0,6,4,1643,1,0,1,0,0,0,2,1,2,0,0,96
OTU_334,142,0,0,178,1,0,6,0,0,17,0,4,0,4,0,0,2,8,3,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1040,0,2,0,7,13,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
